created_at,full_text,sentiment,compound
Tue Jul 30 21:31:33 +0000 2024,President Trump is going to lead a Great American Restoration to save this country from Kamala Harris and her radical leftwing agenda.,positive,0.8074
Tue Jul 30 16:27:48 +0000 2024,Kamala’s Green New Scam means the end of American manufacturing.,negative,-0.5719
Tue Jul 30 04:26:36 +0000 2024,"Border Czar Kamala Harris: We must pass MASS AMNESTY for millions of illegals to ""bring them out from under the shadows!""",neutral,0.0
Mon Jul 29 23:09:31 +0000 2024,"Border Czar Kamala Harris found the time to write a letter to Dylan Mulvaney, yet hasn't found any time to say even a single word about Laken Riley.   I find it very weird that Kamala is so cold and heartless about the American kids dying because of her open border policies.",negative,-0.6659
Mon Jul 29 12:15:45 +0000 2024,Our illustrious Border Czar let this guy go free. He just shot a cop. How many more Americans will needlessly suffer because of Kamala’s open border?,negative,-0.0516
Mon Jul 29 01:01:33 +0000 2024,"""JD Vance is weird""",negative,-0.1779
Sun Jul 28 20:53:53 +0000 2024,Elizabeth Warren is so excited to elect Border Czar Kamala Harris because she knows Kamala wants to give mass amnesty to millions of illegal aliens. Kamala's extreme border policies are fundamentally anti-American.,negative,-0.1239
Sun Jul 28 16:14:47 +0000 2024,Border Czar Kamala Harris had more to say about the Jussie Smollett fake hate crime than she did the murder of Laken Riley by an illegal alien. She doesn't care about the American kids who have been killed because of her radical open-border policies.,negative,-0.9793
Sun Jul 28 15:40:20 +0000 2024,.@JDVance says “No Tax On Tips!”👍  #TrumpVance2024,neutral,0.0
Sun Jul 28 02:32:57 +0000 2024,I’m a lucky man. Thanks Minnesota for a great rally!,positive,0.8777
Sun Jul 28 00:02:20 +0000 2024,Kamala Harris questioned my loyalty to America. I enlisted in the Marines for this country. I went to Iraq for this country. I built a business for this country. And my running mate took a bullet for this country. What the hell has Kamala done to question our loyalty to America?,positive,0.25
Sat Jul 27 23:34:33 +0000 2024,Thrilled to be in Minnesota tonight with President Trump. Watch our speeches live here!,positive,0.4926
Sat Jul 27 20:28:32 +0000 2024,It's almost like these people don't want young people starting families or something. Really weird stuff.,neutral,-0.0021
Sat Jul 27 17:12:04 +0000 2024,Border Czar Kamala Harris has allowed the cartels to poison hundreds of thousands of our citizens. Now she wants a promotion. Hell no!,negative,-0.8908
Sat Jul 27 14:39:19 +0000 2024,"Kamala Harris calls me and Donald Trump disloyal to America. Call me crazy, but I think it's disloyal to let in 20 million illegal aliens and poison our citizens with fentanyl.",negative,-0.9072
Fri Jul 26 22:26:56 +0000 2024,"The contrast in this race is simple: Do you want higher inflation and a wide open southern border? Then vote for Kamala Harris.  If you want lower prices, a secure border and to get the fentanyl out of your community, then vote for President Trump.",positive,0.2023
Fri Jul 26 19:47:45 +0000 2024,Most Americans in both political parties support the child tax credit and lowering the tax burden for parents. It's disturbing that the Kamala campaign is running on such an extreme anti-family agenda that they're taking radical positions like this.,positive,0.3182
Fri Jul 26 19:38:12 +0000 2024,".@JDVance: I know the media wants to attack me and wants me to back down on this, Megyn, but the simple point that I made is that having children, becoming a father, becoming a mother, I really do think it changes your perspective in a pretty profound way.  It's not a criticism…",positive,0.5023
Fri Jul 26 16:48:34 +0000 2024,שבת שלום 🇮🇱🇺🇸  @realDonaldTrump,neutral,0.0
Thu Jul 25 18:42:38 +0000 2024,Tonight on Triggered   VP nominee JD Vance - live from MAL  We’ll go live around 5:15 pm et see you on Rumble!!!,neutral,0.0
Thu Jul 25 14:54:39 +0000 2024,"Anti-American and pro-Hamas rioters burned the American flag in front of the US Capitol, and the woman who wants to be our president is still refusing to condemn it.",negative,-0.6486
Thu Jul 25 02:14:40 +0000 2024,"Kamala Harris doesn't just support open borders and amnesty, she wants to force American citizens to pay for free healthcare for illegals.  She is dangerously liberal.",negative,-0.3309
Wed Jul 24 15:22:42 +0000 2024,Joe Biden put Kamala Harris in charge of the southern border and then we saw the worst invasion of illegals in American history. Kamala failed to secure the border and American citizens paid the price.,negative,-0.7184
Wed Jul 24 13:18:04 +0000 2024,"🚨 Tomorrow I’ll be interviewing the next Vice President of the United States, Sen. JD Vance, at 12:30 PM EST.   RUMBLE LIVE:   PODCAST:",positive,0.4215
Tue Jul 23 18:49:10 +0000 2024,"Kamala Harris wants to keep our southern border wide open, while cutting the number of police officers protecting American citizens.   It’s a radical agenda and we must reject it.",negative,-0.4404
Tue Jul 23 14:22:03 +0000 2024,Kamala Harris owns every policy failure of the last four years.,negative,-0.5106
Tue Jul 23 03:45:46 +0000 2024,"RADFORD, VA – Senator @JDVance1 holds one of his first solo rallies as President Donald J. Trump’s running mate 🇺🇸  #TrumpVance2024",neutral,0.0
Tue Jul 23 03:44:54 +0000 2024,"🚨  JD Vance’s @JDVance1 visit has filled every seat in Radford, VA.  There is standing room only!   #TrumpVance2024",neutral,0.0
Mon Jul 22 23:27:05 +0000 2024,".@JDVance1 in Virginia: “On her very first day in office, she and Biden suspended deportations, they stopped construction of the border wall and they reimplemented catch and release. The border crisis is a Kamala Harris crisis.”",negative,-0.8442
Mon Jul 22 21:08:43 +0000 2024,"JD Vance: ""We're going to fight for every single parent to send their kids to a school where they get a good education and not an indoctrination.""  This is the way, @JDVance1.",positive,0.0772
Mon Jul 22 18:53:10 +0000 2024,".@JDVance1: I said at the RNC Convention that I will never forget where I came from.   I came from Middletown, Ohio.   I am proud of it, and I will never forget where I came from!",positive,0.6931
Sun Jul 21 20:21:09 +0000 2024,Joe Biden has been the worst President in my lifetime and Kamala Harris has been right there with him every step of the way. Over the last four years she co-signed Biden's open border and green scam policies that drove up the cost of housing and groceries. She owns all of these…,negative,-0.8316
Sun Jul 21 13:46:58 +0000 2024,"If Joe Biden ends his reelection campaign, how can he justify remaining President?  Not running for reelection would be a clear admission that President Trump was right all along about Biden not being mentally fit enough to serve as Commander-in-Chief.  There is no middle ground.",negative,-0.1803
Sat Jul 20 23:15:20 +0000 2024,What a line,neutral,0.0
Sat Jul 20 16:17:45 +0000 2024,They got me,neutral,0.0
Sat Jul 20 13:45:35 +0000 2024,"Everyone calling on Joe Biden to *stop running* without also calling on him to resign the presidency is engaged in an absurd level of cynicism.   If you can't run, you can't serve.   He should resign now.",negative,-0.5859
Fri Jul 19 18:21:27 +0000 2024,"If Joe Biden doesn't have the cognitive function to run for re-election, then he certainly doesn't have the cognitive function to remain as Commander-In-Chief.   How can any Dem pushing him to drop out of the presidential race, argue in good faith that he should stay on as POTUS?",positive,0.5574
Fri Jul 19 12:28:30 +0000 2024,The president really outdid himself.    Gets nearly killed. Calls for national unity and rebuilding the country he loves.   Amazing.   Let’s go win!,positive,0.7959
Fri Jul 19 00:20:51 +0000 2024,".@JDVance1: ""When I was in the fourth grade, a career politician by the name of Joe Biden supported NAFTA, a bad trade deal that sent countless good jobs to Mexico. When I was a sophomore in high school, that same career politician named Joe Biden gave China a sweetheart trade…",positive,0.7184
Thu Jul 18 21:06:57 +0000 2024,"Very sad news. Lou Dobbs was an exceptionally kind, generous, gracious, wonderful man in an industry that rewards none of those qualities. Yet he remained as kind as ever to the end. What a patriot.",positive,0.9598
Thu Jul 18 15:13:07 +0000 2024,JD Vance lived the American Dream and as the next Vice President he will help President Trump protect that dream for generations to come 🇺🇸,positive,0.8074
Thu Jul 18 14:54:18 +0000 2024,"Thanks so much to my dear friend Bernie Moreno, who will make a fantastic senator for Ohio!",positive,0.9117
Thu Jul 18 14:34:29 +0000 2024,"Kamala Harris claims “JD Vance will be loyal only to Trump, not to our country.”   @JDVance1 enlisted in the Marine Corps after 9/11 and deployed to Iraq in 2005, the same year I was there during the height of the war. He put his life on the line in service to our country.   Was…",negative,-0.2023
Thu Jul 18 04:28:22 +0000 2024,"J.D. Vance tells the story of his Mamaw, who loved God, loved her grandson, and whose language could make a sailor blush. The crowd erupts in “Mamaw! Mamaw!” chants.  @JDVance1",positive,0.8881
Wed Jul 17 20:11:39 +0000 2024,Such an honor to join President Trump and VP @JDVance1 last night at the RNC. Let us come together and Make America Great Again! 🇺🇸,positive,0.8687
Wed Jul 17 17:08:05 +0000 2024,"This is worth watching in full. Marco is incredibly talented, and understands the task before us--to rebuild American industry and vitality--better than almost anyone.",positive,0.6697
Tue Jul 16 19:42:20 +0000 2024,Hanging out backstage. Getting ready for tonight’s festivities.,positive,0.6808
Tue Jul 16 04:05:48 +0000 2024,"Just overwhelmed with gratitude.   What an honor it is to run alongside President Donald J. Trump. He delivered peace and prosperity once, and with your help, he'll do it again.   Onward to victory!",positive,0.9215
Sun Jul 14 18:37:21 +0000 2024,The dude is just built different.,neutral,0.0
Sun Jul 14 16:32:32 +0000 2024,RIP to this hero.,positive,0.6428
Sun Jul 14 11:54:16 +0000 2024,"Courageous, United, and Defiant. This is leadership.",positive,0.6486
Sun Jul 14 04:30:55 +0000 2024,This is the official Trump campaign fundraiser for the victims of the shooting in Pennsylvania. Please consider donating if you're able.   May God bless the victims.,positive,0.3818
Sun Jul 14 00:20:29 +0000 2024,Today is not just some isolated incident.  The central premise of the Biden campaign is that President Donald Trump is an authoritarian fascist who must be stopped at all costs.  That rhetoric led directly to President Trump's attempted assassination.,negative,-0.8145
Sat Jul 13 23:52:14 +0000 2024,Remember this? I do.   Kick his ass out of Congress. Absolute scumbag.,negative,-0.8271
Sat Jul 13 23:17:50 +0000 2024,Trump campaign saying the president is OK. Thank God.   Hope everyone else is safe.,positive,0.9068
